"jobTitle","position","minBudget","maxBudget","travelReq","location","description","attachment","orgId","jobType","skills","recruiter","client","minExp","maxExp","noticePeriod","status","jobId","createDate","vacancies","priority","priceType","workType","comment","subvendorId","Questionnaires","country","department","eligibility","responsibilities"
"Technical Lead Project ManagerBackend","TechnicalLeadBackend",1800000,2000000,True,"{HyderabadVijayawada}","Bachelors Degree
Experience in developing RESTful APIs for Web and Mobile applications
Proficient in Full Stack development with experience in designing solutions using
MongoDB, Node.js.Experience in different JavaScript frameworks (React, Angular,Vue).Experience with a CI/CD pipeline and deploying solutions in Cloud
Understanding of code versioning tools, such as Git
Familiar with serverless architecture (AWS lambda)
Knowledge of PHP and MySQL.
Minimum 5+ years’ experience as a cloud software developer.
Responsible Full Stack development. Work with Project Managers, developers and QA and deliver software as per business requirements.
Analyze and understand business requirements and prepare detailed design for Frontend,Backend and Database
Perform code and design reviews and guide the team in development.","/jobs/Lead_-_1659686907.docx",1,"Permanent","{PHP,MySQL,MongoDB,""Restful APIS"",react,Angular,AWS,""Cloud software""}","sarojini","CIET8976","5","10","Immediate","Active","JDTL2683","2022-08-05 08:08:34.761791",1,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Technical manage","Technical manager",1000000,1500000,False,"{""Hyderabad ""}","•	Experience in Java-J2EE, Spring, Hibernate, Restful services","https://storage.googleapis.com/hrm-musquare/jobs/Java_T1644566345",1,"Permanent","{spring,java}","Venkata Sai Rohith","CIAS8119","6","9","0-15 days","Active","JDTM2231","2022-02-17 06:09:20.180967",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Technical manager ","Technical manager ",1000000,1500000,False,"{""Hyderabad ""}","•	Experience in Java-J2EE, Spring, Hibernate, Restful services
•	Web Services Development using Rest","https://storage.googleapis.com/hrm-musquare/jobs/Java_T1644566175",1,"Permanent","{Java,spring,Hibernate}","Venkata Sai Rohith","CIAS8119","6","9","0-15 days","Active","JDTM2291","2022-02-17 06:09:20.180967",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Talent pool of Bcom Mcom MBA Fin freshers","Talent pool of Bcom Mcom MBA Fin freshers",200000,250000,True,"{Bangalore}","Job Description:

Junior process associate JD
Job Location: Pratik Teck park E-city phase 1

Job role:

This role is for non-voice accounts payable/ Accounts Receivables/Record to Report Process in Accounting KPO domain.
Candidates will be working on Billing, Procure to Pay, Order to cash, GL or other accounting processes.
Involved in processing the invoices, verification, making payments, timely follow-ups, validations, reconciliations, vendor Management, quality checks, etc. depending on the process.
Expectations:
Looking for candidates with very good communication skills.
B.Com, MBA finance, M.Com freshers with very good knowledge on basics of accounting.
Flexible with US/ Night shift and rotational shift (One side cab is provided for night shifts)
Immediate joiners only.

Skills
Accounts payable, ACCOUNT RECEIVABLE, GENERAL LEDGER",NULL,1,"Permanent","{""Accounts Payable"",""Accounts Receivable"",""General Ledger""}","DB413862","CICS9111","0","1","Immediate","active","JDTP8009","2023-07-26 05:38:22.977361",10,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Technical Recruiter","Technical Recruiter",500000,600000,True,"{""Bangalore Urban""}","Classification: All - Finance / Accounts / Investment Banking

Skills Required: Recruiting,Full-Cycle Recruiting

Job Description
Technical Recruiter
Total and Relevant year of experience: 3-5 Years
Salary: 6 LPA max
Notice Period: Immediate - 15 days
Location: Work from Office - Bangalore location
Education Background: B.E. Comp. Science
Interview process: 1st round virtual. Final round On-site mandatory
No. of Interview Rounds: 2 rounds

Manadatory Skills:-
1. Must have knowledge of Computer Landscapes architecture.
2. Must be familiar with at least 4 technologies. Refer the Tech-List - ( Full Stack ,Front-end, Back-end, Database, Cloud, Operating system, Virtualization, Project management and processes, SAP , CRM , SFDC )                                                          
3. Excellent written and verbal communication skills.                                                                                          
4. Good knowledge of Microsoft Office.                                                     
5. Analytical skills.                                                                     
6. Should be a Technical Recruiter                               
7. Technical assessment of profiles before submitting to the customer",NULL,1,"Permanent","{Recruiting,""Full Cycle Recruiting""}","DB413862","CIMY4030","3","7","0-15 days","active","JDTR9661","2023-10-11 12:27:11.328856",3,"High","INR","Work from Office",NULL,NULL,NULL,"IN",NULL,NULL,NULL
"Technical Recruiter","ITrecruiter",2,2,False,"{hyderabad}","Should have strong communication skills
Should have 6 months to 1 year experience as IT recruiter","",1,"Permanent","{""IT recruitment"",""communication skills""}","Venkata Sai Rohith","CIMT7642","0","1","Immediate","Active","JDTR9754","2022-07-07 07:37:59.539257",1,"High","INR","Work from Home",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Trainee software developer","Application development",7000,10000,False,"{Hyderabad}","Candidate should have good communication skills and should have good knowledge in html ,css &js","",1,"Permanent","{html,css,javascript}","sG585763","CIGT5528","0","0","0-15 days","Active","JDTS7587","2023-01-12 09:27:05.988648",6,"Medium","INR","Hybrid","",NULL,NULL,NULL,NULL,NULL,NULL
"Ui developer","Developer",6,8,False,"{hyderabad}","vhjgkjbk","",1,"Contract","{""React Js "","" Redux"","" Redux-Thunk"","" HTML"","" CSS"","" Bootstrap"","" JavaScript React Materials""}","Arunasree","CIFC7622","3","7","Immediate","inActive","JDUD2480","2022-06-29 04:55:06.496585",2,"High","INR","Work from Home",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"UIUX Designer ","UIUX Designer ",1400000,3000000,False,"{""Hyderabad or Bangalore""}","Bachelor's degree in BE/Btech/Bsc/MCA or in pure UI/UX design, interaction design, or a related field. A strong educational background is required to demonstrate a solid foundation in design principles.
7-10 years of professional experience in UI/UX design, preferably in poster designing, web-based designing and mobile-based applications.
Proficient in using design tools such as Figma to create wireframes, prototypes, and design assets.
Strong understanding of user-centered design principles, usability, and user research methodologies.
A portfolio that showcases a range of UI/UX design projects, demonstrating a strong sense of visual aesthetics, usability, and problem-solving skills.
Good communication and collaboration skills, with the ability to effectively present and articulate design decisions to stakeholders.
Ability to work in a fast-paced environment, manage multiple projects simultaneously, and meet deadlines.
Attention to detail and a passion for delivering high-quality user experiences.

Preferred Skills:
Experience with HTML, CSS, and JavaScript, enabling effective collaboration with development teams.
Familiarity with agile development methodologies and working in cross-functional teams.
Knowledge of accessibility standards and best practices in UI/UX design.",NULL,1,"Contract Hire","{""UIUX design""}","PC138515","CIGT5528","7","12","15-30 days","active","JDUD2526","2023-07-19 12:55:01.116051",1,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ReactJS developer","ReactJS developer",6,12,False,"{hyderabad}","Previous experience working as a ReactJS developer.
Good knowledge of javascript, CSS, HTML and front-end languages.
Good knowledge of REACT tools including ReactJS, Redux, Axios.
Knowledge of Kendo UI widgets is not mandatory but preferred.
Experience with browser-based debugging and performance testing software.
Good troubleshooting skills.","",1,"Permanent","{""React Js ""}","PC138515","CIMT7642","3","5","15-30 days","Active","JDUD2842","2022-06-29 11:31:55.96839",3,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"UIUX Designer","UIUX Designer",700000,800000,False,"{Hyderabad}","Job Description:

Bachelor's degree in BE/Btech/Bsc/MCA or in pure UI/UX design, interaction design, or a related field. A strong educational background is required to demonstrate a solid foundation in design principles.
2-5 years of professional experience in UI/UX design, preferably in poster designing, web-based designing and mobile-based applications.
Proficient in using design tools such as Figma to create wireframes, prototypes, and design assets.
Strong understanding of user-centered design principles, usability, and user research methodologies.
A portfolio that showcases a range of UI/UX design projects, demonstrating a strong sense of visual aesthetics, usability, and problem-solving skills.
Good communication and collaboration skills, with the ability to effectively present and articulate design decisions to stakeholders.
Ability to work in a fast-paced environment, manage multiple projects simultaneously, and meet deadlines.
Attention to detail and a passion for delivering high-quality user experiences.

Preferred Skills:
Experience with HTML, CSS, and JavaScript, enabling effective collaboration with development teams.
Familiarity with agile development methodologies and working in cross-functional teams.
Knowledge of accessibility standards and best practices in UI/UX design.

Experience: 2 to 5 years
Location: Hyderabad",NULL,1,"Permanent","{""UIUX design"",""Web design"",""Application design"",""Poster design""}","PC138515","CIMT7642","2","5","15-30 days","active","JDUD5476","2023-07-13 11:37:20.316797",1,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ui developer","Developer",3,7,False,"{hyderabad}","fbdjrfn","",1,"Permanent","{""React Js "","" Redux"","" Redux-Thunk"","" HTML"","" CSS"","" Bootstrap"","" JavaScript React Materials""}","Arunasree","CIFC7622","6","8","Immediate","Active","JDUD9998","2022-06-29 06:53:08.028764",2,"High","Dollar/USD","Work from Home",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Junior Process Associate AP","Jr Accounts Payable ",200000,250000,True,"{Bengaluru}","Junior process associate AP01/A Qualification Graduate ( in any F&A) Experience 0 months to 1.5 years Experience required / job role Execute and validate processing of Vendor invoices, perform regular self-audit and execute on correction action. Contact for business operational team in terms of resolving any complex issues with invoices and payments, investigate and resolve any discrepancies with supplier or internal parties Work closely with business partners on processing outstanding items and specific requirements Responsible for follow up on payment transactions to Vendor and execution of urgent payments with ensured controls. Knowledge of vendor creation process and controls SAP net suite experience would be added advantage Additional Preferences or certifications Good understanding of accounting practices in relation to Procure to Pay and Accounts Payable MS Office - intermediate skills in Excel SAP net suite experience would be added advantage Soft skills required Written and ve","",1,"Permanent","{""Accounts payable""}","DB413862","CICS9111","0","1.5","Immediate","Active","JDUP5762","2023-04-19 06:48:48.194916",2,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
